director_name,genres,actor_1_name,movie_title,imdb_score,title_year
Rob Reiner,Adventure|Drama,Marshall Bell,Stand by Me,6.1,1986
Rob Reiner,Comedy|Drama|Romance,Madeline Carroll,Flipped,6.4,2010
Rob Reiner,Adventure|Family|Fantasy|Romance,Robin Wright,The Princess Bride,6.5,1987
Rob Reiner,Comedy|Drama|Romance,Bruno Kirby,When Harry Met Sally...,6.6,1989
Rob Reiner,Comedy|Drama|Romance,Yaya DaCosta,And So It Goes,6.6,2014
Rob Reiner,Comedy|Romance,David Paymer,Alex & Emma,7,2003
Rob Reiner,Drama|Thriller,Tom Cruise,A Few Good Men,7.1,1992
Rob Reiner,Drama|History,Alexa PenaVega,Ghosts of Mississippi,7.2,1996
Rob Reiner,Adventure|Comedy|Drama,Morgan Freeman,The Bucket List,7.3,2007
Rob Reiner,Comedy|Drama|Romance,Bruce Willis,The Story of Us,7.4,1999
Rob Reiner,Comedy|Drama|Romance,Shawna Waldron,The American President,7.6,1995
Rob Schmidt,Horror|Thriller,Kevin Zegers,Wrong Turn,6.2,2003
Rob Zombie,Drama|Fantasy|Horror|Thriller,Sid Haig,The Lords of Salem,5.2,2012
Rob Zombie,Horror,Scout Taylor-Compton,Halloween II,5.5,2009
Rob Zombie,Crime|Horror,Sid Haig,The Devil's Rejects,6,2005
Rob Zombie,Horror,Sid Haig,House of 1000 Corpses,6,2003
Rob Zombie,Horror,Scout Taylor-Compton,Halloween II,6.5,2009
Robby Henson,Drama|Horror|Mystery|Thriller,Marc Blucas,Thr3e,5.4,2006
Robert Adetuyi,Drama|Music,Shane Pollard,You Got Served: Beat the World,6.2,2011
Robert Altman,Comedy|Drama|Music,Meryl Streep,A Prairie Home Companion,6.2,2006
Robert Altman,Crime|Drama|Music|Thriller,Steve Buscemi,Kansas City,6.6,1996
Robert Altman,Drama|Mystery,Kristin Scott Thomas,Gosford Park,6.6,2001
Robert B. Weide,Comedy|Drama|Romance,James Corden,How to Lose Friends & Alienate People,7,2008
Robert Ben Garant,Comedy|Crime,Wendi McLendon-Covey,Reno 911!: Miami,6.2,2007
Robert Bennett,Comedy,Randy Wayne,Frat Party,4.8,2009
Robert Butler,Action|Thriller,Hector Elizondo,Turbulence,7.5,1997
Robert C. Cooper,Action|Adventure|Drama|Fantasy|Sci-Fi,Ben Browder,Stargate: The Ark of Truth,6,2008
Robert Cary,Comedy|Romance,Frances Conroy,Ira & Abby,5.6,2006
Robert D. Webb,Drama|Romance|Western,James Drury,Love Me Tender,5,1956
Robert Duvall,Drama,John Beasley,The Apostle,5.9,1997
Robert Eggers,Horror|Mystery,Julian Richings,The Witch,5.6,2015
Robert Fontaine,Crime|Drama,Michael Derek,Mi America,5.4,2015
Robert Greenwald,Documentary|War,Scott Helvenston,Iraq for Sale: The War Profiteers,4.7,2006
Robert Greenwald,Documentary,Lee Scott,Wal-Mart: The High Cost of Low Price,5.2,2005
Robert Hall,Horror,Angelina Armani,Fear Clinic,4.8,2015
Robert Harmon,Action|Crime|Drama|Romance|Thriller,Kieran Culkin,Nowhere to Run,6.5,1993
Robert Harmon,Horror|Mystery|Thriller,Alexander Gould,They,6.6,2002
Robert Heath,Horror|Mystery,David Oakes,Truth or Die,4.8,2012
Robert Iscove,Comedy|Musical|Romance,Anika Noni Rose,From Justin to Kelly,6.3,2003
Robert Iscove,Comedy|Romance,Paul Walker,She's All That,6.3,1999
Robert Iscove,Comedy|Drama|Romance,Alyson Hannigan,Boys and Girls,6.6,2000
Robert Kenner,Documentary,Michael Pollan,"""Food",5,
Robert Lee King,Comedy|Horror|Mystery,Lauren Ambrose,Psycho Beach Party,5.7,2000
Robert Lorenz,Drama|Sport,Clint Eastwood,Trouble with the Curve,7.6,2012
Robert Luketic,Comedy|Romance,Linda Cardellini,Legally Blonde,6.6,2001
Robert Luketic,Comedy|Romance,Topher Grace,Win a Date with Tad Hamilton!,6.8,2004
Robert Luketic,Comedy|Romance,Gerard Butler,The Ugly Truth,7.2,2009
Robert Luketic,Crime|Drama|Thriller,Kevin Spacey,21,7.2,2008
Robert Luketic,Comedy|Romance,Adam Scott,Monster-in-Law,7.3,2005
Robert Luketic,Action|Comedy|Romance|Thriller,Tom Selleck,Killers,7.8,2010
Robert M. Young,Western,Barry Corbin,The Ballad of Gregorio Cortez,5.1,1982
Robert Marcarelli,Action|Adventure|Fantasy|Sci-Fi|Thriller,George Coe,The Omega Code,6.1,1999
Robert Moresco,Crime|Drama|Thriller,Brian Dennehy,10th & Wolf,6.1,2006
Robert Mulligan,Crime|Drama,Robert Duvall,To Kill a Mockingbird,5.4,1962
Robert Redford,Drama,Adam Baldwin,Ordinary People,6,1980
Robert Redford,Crime|Drama|History,Robin Wright,The Conspirator,6.9,2010
Robert Redford,Drama|Thriller|War,Meryl Streep,Lions for Lambs,7.1,2007
Robert Redford,Drama|Fantasy|Sport,Matt Damon,The Legend of Bagger Vance,7.6,2000
Robert Redford,Drama|Romance|Western,Scarlett Johansson,The Horse Whisperer,7.6,1998
Robert Rodriguez,Action|Crime|Drama|Romance|Thriller,Carlos Gallardo,El Mariachi,1.9,1992
Robert Rodriguez,Action|Crime|Thriller,Quentin Tarantino,Desperado,6,1995
Robert Rodriguez,Horror|Mystery|Sci-Fi,Jordana Brewster,The Faculty,6.5,1998
Robert Rodriguez,Action|Comedy|Crime|Thriller,Alexa PenaVega,Machete Kills,6.7,2013
Robert Rodriguez,Comedy|Family|Fantasy,Jimmy Bennett,Shorts,6.7,2009
Robert Rodriguez,Crime|Fantasy|Horror,Quentin Tarantino,From Dusk Till Dawn,6.7,1996
Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,Alexa PenaVega,Spy Kids: All the Time in the World in 4D,6.9,2011
Robert Rodriguez,Action|Crime|Thriller,Johnny Depp,Once Upon a Time in Mexico,7,2003
Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,Alexa PenaVega,Spy Kids,7.2,2001
Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,Steve Buscemi,Spy Kids 2: Island of Lost Dreams,7.2,2002
Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,Sylvester Stallone,Spy Kids 3-D: Game Over,7.3,2003
Robert Rodriguez,Action|Adventure|Family|Fantasy,Taylor Lautner,The Adventures of Sharkboy and Lavagirl 3-D,7.4,2005
Robert Rodriguez,Action|Horror|Thriller,Quentin Tarantino,Grindhouse,7.5,2007
Robert Rossen,Drama|Sport,George C. Scott,The Hustler,5.4,1961
Robert Sarkies,Crime|Drama,William Kircher,Out of the Blue,5.8,2006
Robert Schwentke,Drama|Fantasy|Romance|Sci-Fi,Arliss Howard,The Time Traveler's Wife,7.2,2009
Robert Schwentke,Drama|Mystery|Thriller,Erika Christensen,Flightplan,7.5,2005
Robert Schwentke,Action|Comedy|Crime|Thriller,Bruce Willis,RED,7.6,2010
Robert Schwentke,Action|Adventure|Mystery|Sci-Fi|Thriller,Naomi Watts,Allegiant,8.1,2016
Robert Schwentke,Adventure|Sci-Fi|Thriller,Kate Winslet,Insurgent,8.1,2015
Robert Schwentke,Action|Comedy|Fantasy,Ryan Reynolds,R.I.P.D.,8.2,2013
Robert Stevenson,Comedy|Family|Fantasy|Musical,Ed Wynn,Mary Poppins,6,1964
Robert Stromberg,Action|Adventure|Family|Fantasy|Romance,Angelina Jolie Pitt,Maleficent,8.7,2014
Robert Towne,Biography|Drama|Sport,Billy Burke,Without Limits,6.8,1998
Robert Townsend,Comedy,Robert Townsend,Hollywood Shuffle,3.4,1987
Robert Wise,Sci-Fi|Thriller,David Wayne,The Andromeda Strain,6,1971
Robert Wise,Biography|Drama|Family|Musical|Romance,Eleanor Parker,The Sound of Music,6.1,1965
Robert Wise,Adventure|Mystery|Sci-Fi,Leonard Nimoy,Star Trek: The Motion Picture,7.2,1979
Robert Zemeckis,Adventure|Comedy|Sci-Fi,Lea Thompson,Back to the Future,6.7,1985
Robert Zemeckis,Adventure|Biography|Drama|Thriller,Joseph Gordon-Levitt,The Walk,7.1,2015
Robert Zemeckis,Drama|Thriller,Denzel Washington,Flight,7.1,2012
Robert Zemeckis,Adventure|Comedy|Sci-Fi,Lea Thompson,Back to the Future Part II,7.3,1989
Robert Zemeckis,Adventure|Comedy|Sci-Fi|Western,Lea Thompson,Back to the Future Part III,7.3,1990
Robert Zemeckis,Comedy|Drama,Tom Hanks,Forrest Gump,7.5,1994
Robert Zemeckis,Comedy|Fantasy|Horror,Bruce Willis,Death Becomes Her,7.5,1992
Robert Zemeckis,Adventure|Drama|Romance,Tom Hanks,Cast Away,7.9,2000
Robert Zemeckis,Drama|Fantasy|Horror|Mystery|Thriller,Harrison Ford,What Lies Beneath,8,2000
Robert Zemeckis,Drama|Mystery|Sci-Fi|Thriller,Matthew McConaughey,Contact,8,1997
Robert Zemeckis,Action|Adventure|Animation|Fantasy,Robin Wright,Beowulf,8.4,2007
Robert Zemeckis,Adventure|Animation|Family|Fantasy,Tom Hanks,The Polar Express,8.7,2004
Robert Zemeckis,Animation|Drama|Family|Fantasy,Robin Wright,A Christmas Carol,21,2009
Robin Budd,Adventure|Animation|Family|Fantasy,Roger Rees,Return to Never Land,6.7,2002
Robinson Devor,Comedy,Marilyn Rising,The Woman Chaser,3.6,1999
Rod Lurie,Drama|Thriller,Kevin Pollak,Deterrence,4.7,1999
Rod Lurie,Drama|Thriller,Jeff Bridges,The Contender,6.2,2000
Rod Lurie,Drama|Sport,Harry Lennix,Resurrecting the Champ,6.4,2007
Rod Lurie,Action|Drama|Thriller,Alexander Skarsgrd,Straw Dogs,6.8,2011
Rod Lurie,Action|Drama|Thriller,Clifton Collins Jr.,The Last Castle,7.5,2001
Rodman Flender,Comedy|Fantasy|Horror|Thriller,Vivica A. Fox,Idle Hands,6.5,1999
Rodrigo Corts,Drama|Mystery|Thriller,Ryan Reynolds,Buried,5.3,2010
Rodrigo Corts,Drama|Horror|Mystery|Thriller,Robert De Niro,Red Lights,6.6,2012
Rodrigo Garca,Drama|Romance,Naomi Watts,Mother and Child,6,2009
Rodrigo Garca,Drama,Mia Wasikowska,Albert Nobbs,6.1,2011
Roger Allers,Adventure|Animation|Drama|Family|Musical,Matthew Broderick,The Lion King,7.8,1994
Roger Allers,Adventure|Animation|Comedy|Family,Jon Favreau,Open Season,7.9,2006
Roger Avary,Crime|Drama|Thriller,Eric Stoltz,Killing Zoe,5.2,1993
Roger Avary,Comedy|Drama|Romance,Ian Somerhalder,The Rules of Attraction,5.7,2002
Roger Christian,Action|Adventure|Sci-Fi,Richard Tyson,Battlefield Earth,7.8,2000
Roger Donaldson,Action|Crime|Thriller,Luke Bracey,The November Man,6.5,2014
Roger Donaldson,Action|Adventure|Drama|History|Romance,Liam Neeson,The Bounty,6.7,1984
Roger Donaldson,Crime|Drama|Romance|Thriller,Jason Statham,The Bank Job,6.7,2008
Roger Donaldson,Biography|Drama|Sport,Anthony Hopkins,The World's Fastest Indian,6.8,2005
Roger Donaldson,Action|Horror|Sci-Fi|Thriller,Natasha Henstridge,Species,7.2,1995
Roger Donaldson,Drama|History|Thriller,Bruce Greenwood,Thirteen Days,7.8,2000
Roger Donaldson,Action|Adventure|Thriller,Jamie Rene Smith,Dante's Peak,8.1,1997
Roger Kumble,Drama|Romance,Sarah Michelle Gellar,Cruel Intentions,6.3,1999
Roger Kumble,Comedy|Family,Brendan Fraser,Furry Vengeance,7.1,2010
Roger Kumble,Comedy|Romance,Judith Chapman,The Sweetest Thing,7.3,2002
Roger Michell,Comedy|Drama|Romance,Noah Bean,Morning Glory,7.2,2010
Roger Michell,Comedy|Drama|Romance,Julia Roberts,Notting Hill,7.3,1999
Roger Michell,Drama|Thriller,Sydney Pollack,Changing Lanes,7.3,2002
Roger Nygard,Documentary,Walter Koenig,Trekkies,4.3,1997
Roger Spottiswoode,Adventure|Crime|Thriller,Robert Duvall,The Pursuit of D.B. Cooper,6.3,1981
Roger Spottiswoode,Drama|War,Radha Mitchell,The Children of Huang Shi,6.7,2008
Roger Spottiswoode,Action|Mystery|Sci-Fi|Thriller,Robert Duvall,The 6th Day,7.9,2000
Roger Spottiswoode,Action|Adventure|Thriller,Vincent Schiavelli,Tomorrow Never Dies,8.1,1997
Roger Vadim,Adventure|Comedy|Fantasy|Sci-Fi,Jane Fonda,Barbarella,6.1,1968
Rohan Sippy,Action|Crime|Drama|Thriller,Abhishek Bachchan,Dum Maaro Dum,5.9,2011
Rohit Jagessar,Drama,Kumar Gaurav,Guiana 1838,4.9,2004
Rohit Jugraj,Romance,Bhavkhandan Singh Rakhra,Sardaar Ji,5.5,2015
Roland Emmerich,Drama,Jeremy Irvine,Stonewall,5.3,2015
Roland Emmerich,Drama|History|Thriller,Vanessa Redgrave,Anonymous,6.9,2011
Roland Emmerich,Action|Adventure|Sci-Fi,Will Smith,Independence Day,7.8,1996
Roland Emmerich,Action|Drama|History|War,Heath Ledger,The Patriot,8.1,2000
Roland Emmerich,Action|Adventure|Sci-Fi|Thriller,Jake Gyllenhaal,The Day After Tomorrow,8.2,2004
Roland Emmerich,Action|Drama|Thriller,Channing Tatum,White House Down,8.4,2013
Roland Emmerich,Action|Adventure|Sci-Fi,Vivica A. Fox,Independence Day: Resurgence,8.7,2016
Roland Emmerich,Action|Adventure|Sci-Fi,Oliver Platt,2012,27,2009
Roland Joff,Action|Adventure|Romance|Sci-Fi,Tamsin Egerton,The Lovers,7.1,2015
Roland Joff,Biography|Drama|War,Jordi Moll,There Be Dragons,7.2,2011
Roland Joff,Drama|Romance,Gary Oldman,The Scarlet Letter,7.4,1995
Roland Joff,Action|Adventure|Romance|Sci-Fi,Tamsin Egerton,The Lovers,8.7,2015
Roland Suso Richter,Mystery|Sci-Fi|Thriller,Stephen Graham,The I Inside,6.1,2004
Roman Polanski,Drama|Horror,John Cassavetes,Rosemary's Baby,5.6,1968
Roman Polanski,Comedy|Drama,Kate Winslet,Carnage,6.8,2011
Roman Polanski,Biography|Drama|War,Emilia Fox,The Pianist,7.1,2002
Roman Polanski,Mystery|Thriller,Johnny Depp,The Ninth Gate,7.2,1999
Roman Polanski,Mystery|Thriller,Jim Belushi,The Ghost Writer,7.3,2010
Roman Polanski,Crime|Drama,Ian McNeice,Oliver Twist,7.6,2005
Romesh Sharma,Romance,Annabelle Wallis,Dil Jo Bhi Kahey...,5.2,2005
Ron Clements,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Robin Williams,Aladdin,7,1992
Ron Clements,Adventure|Animation|Family|Sci-Fi,Joseph Gordon-Levitt,Treasure Planet,8,2002
Ron Clements,Animation|Family|Fantasy|Musical|Romance,Oprah Winfrey,The Princess and the Frog,8.1,2009
Ron Fricke,Documentary|Music,Collin Alfredo St. Dic,Samsara,5.7,2011
Ron Howard,Comedy|Fantasy|Romance,Tom Hanks,Splash,6.1,1984
Ron Howard,Drama,Toby Jones,Frost/Nixon,7,2008
Ron Howard,Action|Biography|Drama|Sport,Chris Hemsworth,Rush,7.2,2013
Ron Howard,Comedy|Drama,Matthew McConaughey,Edtv,7.5,1999
Ron Howard,Adventure|Drama|History,Tom Hanks,Apollo 13,7.7,1995
Ron Howard,Comedy|Drama,Channing Tatum,The Dilemma,7.7,2011
Ron Howard,Crime|Thriller,Lili Taylor,Ransom,7.7,1996
Ron Howard,Biography|Drama,Adam Goldberg,A Beautiful Mind,7.8,2001
Ron Howard,Biography|Drama|Sport,Paddy Considine,Cinderella Man,7.9,2005
Ron Howard,Action|Adventure|Biography|Drama|History|Thriller,Chris Hemsworth,In the Heart of the Sea,8,2015
Ron Howard,Comedy|Family|Fantasy,Clint Howard,How the Grinch Stole Christmas,8.2,2000
Ron Howard,Mystery|Thriller,Tom Hanks,The Da Vinci Code,8.2,2006
Ron Howard,Mystery|Thriller,Tom Hanks,Angels & Demons,8.5,2009
Ron Maxwell,Drama|History|War,Tom Berenger,Gettysburg,6.8,1993
Ron Maxwell,Drama|History|War,Billy Campbell,Gods and Generals,7.5,2003
Ron Shelton,Crime|Drama|Romance|Thriller,Khandi Alexander,Dark Blue,6.5,2002
Ron Shelton,Comedy|Drama|Sport,Willie Garson,Play It to the Bone,6.8,1999
Ron Shelton,Comedy|Drama|Romance|Sport,Don Johnson,Tin Cup,7.3,1996
Ron Shelton,Action|Comedy|Crime|Thriller,Harrison Ford,Hollywood Homicide,7.8,2003
Ron Underwood,Comedy|Horror|Sci-Fi,Reba McEntire,Tremors,6.2,1990
Ron Underwood,Action|Adventure|Family|Fantasy|Thriller,Charlize Theron,Mighty Joe Young,7.8,1998
Ron Underwood,Action|Comedy|Sci-Fi,Rosario Dawson,The Adventures of Pluto Nash,8,2002
Ronald Neame,Action|Drama|Sci-Fi|Thriller,Martin Landau,Meteor,6.6,1979
Ronan Chapalain,Documentary,Norbert Ferrer,Sea Rex 3D: Journey to a Prehistoric World,5.8,2010
Ronny Yu,Action|Comedy|Crime|Thriller,Meat Loaf,Formula 51,6.9,2001
Ronny Yu,Action|Horror|Thriller,Katharine Isabelle,Freddy vs. Jason,6.9,2003
Ronny Yu,Comedy|Fantasy|Horror|Romance,Alexis Arquette,Bride of Chucky,6.9,1998
Ronny Yu,Action|Adventure|Fantasy,Marley Shelton,Warriors of Virtue,7.1,1997
Rowan Joffe,Crime|Drama|Thriller,Sam Riley,Brighton Rock,6.3,2010
Rowan Joffe,Drama|Mystery|Thriller,Colin Firth,Before I Go to Sleep,6.8,2014
Rowdy Herrington,Action|Thriller,Ben Gazzara,Road House,6.2,1989
Rowdy Herrington,Biography|Drama|Romance|Sport,Aidan Quinn,Bobby Jones: Stroke of Genius,6.6,2004
Ruairi Robinson,Horror|Sci-Fi|Thriller,Romola Garai,The Last Days on Mars,6.3,2013
Ruba Nadda,Drama|Mystery|Romance|Thriller,Saad Siddiqui,Inescapable,5.7,2012
Ruben Fleischer,Adventure|Comedy|Horror|Sci-Fi,Emma Stone,Zombieland,6.8,2009
Ruben Fleischer,Action|Comedy|Crime,Bianca Kajlich,30 Minutes or Less,7,2011
Ruben Fleischer,Action|Crime|Drama|Thriller,Ryan Gosling,Gangster Squad,7.6,2013
Ruggero Deodato,Adventure|Fantasy,Michael Berryman,The Barbarians,5.7,1987
Rupert Sanders,Action|Adventure|Drama|Fantasy,Chris Hemsworth,Snow White and the Huntsman,8.8,2012
Rupert Wainwright,Horror,Nia Long,Stigmata,7.1,1999
Rupert Wyatt,Crime|Drama|Thriller,George Kennedy,The Gambler,5.5,2014
Rupert Wyatt,Crime|Drama|Thriller,George Kennedy,The Gambler,6.9,2014
Rupert Wyatt,Action|Drama|Sci-Fi|Thriller,James Franco,Rise of the Planet of the Apes,8,2011
Russ Meyer,Comedy|Drama|Music,Charles Napier,Beyond the Valley of the Dolls,5,1970
Russell Crowe,Drama|War,Cem Yilmaz,The Water Diviner,6.8,2014
Russell Friedenberg,Action|Horror|Thriller,Rudy Youngblood,Wind Walkers,5.1,2015
Russell Holt,Drama|Romance,Eric Johnson,The Work and the Glory,6.1,2004
Russell Mulcahy,Action|Adventure|Fantasy,Christopher Lambert,Highlander,6.5,1986
Russell Mulcahy,Action|Drama|Thriller,Christopher Heyerdahl,Silent Trigger,6.5,1996
Russell Mulcahy,Action|Adventure|Crime|Fantasy|Mystery|Thriller,Jonathan Winters,The Shadow,7.2,1994
Russell Mulcahy,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Resident Evil: Extinction,7.3,2007
Rusty Cundieff,Comedy|Horror|Thriller,Corbin Bernsen,Tales from the Hood,5.9,1995
Ryan Coogler,Biography|Drama|Romance,Ahna O'Reilly,Fruitvale Station,4.8,2013
Ryan Coogler,Drama|Sport,Sylvester Stallone,Creed,7.2,2015
Ryan Fleck,Drama,Ryan Gosling,Half Nelson,4.6,2006
Ryan Little,Action|Adventure|Drama|War,Corbin Allred,Saints and Soldiers,4.7,2003
Ryan Murphy,Comedy|Drama,Jill Clayburgh,Running with Scissors,6.3,2006
Ryan Murphy,Drama|Romance,James Franco,Eat Pray Love,7.6,2010
Ryan Smith,Fantasy|Horror|Mystery|Thriller,Sandra Ellis Lafferty,After,4.6,2012
Ryhei Kitamura,Fantasy|Horror|Mystery,Bradley Cooper,The Midnight Meat Train,6.5,2008
RZA,Action,Rick Yune,The Man with the Iron Fists,6.5,2012
S.R. Bindler,Comedy,Matthew McConaughey,"""Surfer",5.9,6000000
S.S. Rajamouli,Action|Adventure|Drama|Fantasy|War,Tamannaah Bhatia,Baahubali: The Beginning,7.2,2015
Sacha Bennett,Comedy,Bob Hoskins,Outside Bet,6.1,2012
Sadyk Sher-Niyaz,Action|Biography|Drama|History,Elina Abai Kyzy,Queen of the Mountains,5.1,2014
Sai Varadan,Drama,J.D. Williams,An American in Hollywood,3.5,2014
Sajid Khan,Comedy,Arjun Rampal,Housefull,6.3,2010
Salim Akil,Comedy|Drama,Gary Dourdan,Jumping the Broom,6,2011
Salim Akil,Drama|Music,Omari Hardwick,Sparkle,6.2,2012
Sally Potter,Drama|Romance,Shirley Henderson,Yes,5.2,2004
Salvador Carrasco,Drama|History,Elpidia Carrillo,La otra conquista,5.6,1998
Sam Fell,Adventure|Animation|Comedy|Family|Fantasy,Emma Watson,The Tale of Despereaux,7.6,2008
Sam Firstenberg,Action|Drama,Michael Dudikoff,American Ninja 2: The Confrontation,4.3,1987
Sam Levinson,Comedy|Drama,George Kennedy,Another Happy Day,5.7,2011
Sam Martin,Documentary,Sam Adams,UnDivided,4,2013
Sam Mendes,Action|Adventure|Thriller,Albert Finney,Skyfall,6,2012
Sam Mendes,Drama,Kevin Spacey,American Beauty,6.5,1999
Sam Mendes,Comedy|Drama|Romance,Catherine O'Hara,Away We Go,6.8,2009
Sam Mendes,Drama|Romance,Leonardo DiCaprio,Revolutionary Road,7.3,2008
Sam Mendes,Action|Drama|War,Jake Gyllenhaal,Jarhead,7.7,2005
Sam Mendes,Crime|Drama|Thriller,Tom Hanks,Road to Perdition,7.8,2002
Sam Mendes,Action|Adventure|Thriller,Albert Finney,Skyfall,599,2012
Sam Mendes,Action|Adventure|Thriller,Christoph Waltz,Spectre,17000,2015
Sam Miller,Comedy|Romance,Rachel Griffiths,Among Giants,5.7,1998
Sam Miller,Crime|Thriller,Leslie Bibb,No Good Deed,6.4,2014
Sam Peckinpah,Comedy|Drama|Romance|Western,Slim Pickens,The Ballad of Cable Hogue,5.6,1970
Sam Peckinpah,Adventure|War|Western,James Coburn,Major Dundee,5.7,1965
Sam Peckinpah,Biography|Drama|Romance|Western,James Coburn,Pat Garrett & Billy the Kid,5.8,1973
Sam Peckinpah,Action|Adventure|Western,William Holden,The Wild Bunch,5.9,1969
Sam Raimi,Fantasy|Horror,Ted Raimi,The Evil Dead,4.3,1981
Sam Raimi,Adventure|Family|Fantasy,Tim Holmes,Oz the Great and Powerful,4.4,2013
Sam Raimi,Comedy|Fantasy|Horror|Thriller,Ted Raimi,Evil Dead II,5.6,1987
Sam Raimi,Action|Adventure|Romance,J.K. Simmons,Spider-Man 3,6.1,2007
Sam Raimi,Comedy|Fantasy|Horror,Patricia Tallman,Army of Darkness,6.3,1992
Sam Raimi,Crime|Drama|Thriller,Gary Cole,A Simple Plan,6.6,1998
Sam Raimi,Horror|Thriller,Bojana Novakovic,Drag Me to Hell,7,2009
Sam Raimi,Action|Thriller|Western,Leonardo DiCaprio,The Quick and the Dead,7.1,1995
Sam Raimi,Drama|Romance|Sport,J.K. Simmons,For Love of the Game,7.4,1999
Sam Raimi,Action|Adventure|Fantasy|Romance,J.K. Simmons,Spider-Man,8.4,2002
Sam Raimi,Adventure|Family|Fantasy,Tim Holmes,Oz the Great and Powerful,263,2013
Sam Raimi,Action|Adventure|Fantasy|Romance,J.K. Simmons,Spider-Man 2,596,2004
Sam Raimi,Action|Adventure|Romance,J.K. Simmons,Spider-Man 3,2008,2007
Sam Taylor-Johnson,Biography|Drama|Music,Kristin Scott Thomas,Nowhere Boy,5.3,2009
Sam Taylor-Johnson,Drama|Romance,Jennifer Ehle,Fifty Shades of Grey,7.3,2015
Sam Weisman,Comedy,Kevin Grevioux,Dickie Roberts: Former Child Star,6.6,2003
Sam Weisman,Comedy|Crime,Bernie Mac,What's the Worst That Could Happen?,7,2001
Sam Weisman,Comedy,Oliver Hudson,The Out-of-Towners,7.2,1999
Sam Weisman,Action|Adventure|Comedy|Family|Romance,Brendan Fraser,George of the Jungle,7.5,1997
Sammo Kam-Bo Hung,Action|Comedy|Crime,Sammo Kam-Bo Hung,Mr. Nice Guy,5.9,1997
Sanaa Hamri,Comedy|Romance|Sport,Common,Just Wright,6.3,2010
Sanaa Hamri,Comedy|Drama|Family|Romance,America Ferrera,The Sisterhood of the Traveling Pants 2,6.9,2008
Sanjay Rawal,Documentary|News,Alma Martinez,Food Chains,4.8,2014
Sara Newens,Documentary,Ariel Hsing,Top Spin,3.5,2014
Sara Sugarman,Comedy|Family|Music|Romance,Adam Garcia,Confessions of a Teenage Drama Queen,6.5,2004
Sarah Gavron,Drama,Satish Kaushik,Brick Lane,5.4,2007
Sarah Smith,Adventure|Animation|Comedy|Family|Fantasy,Jim Broadbent,Arthur Christmas,7.9,2011
Sarik Andreasyan,Action|Crime|Drama|Thriller,Hayden Christensen,American Heist,6.2,2014
Saul Dibb,Biography|Drama|History|Romance,Dominic Cooper,The Duchess,6.9,2008
Scandar Copti,Crime|Drama,Shahir Kabaha,Ajami,4.9,2009
Scott Alexander,Comedy|Crime,Sarah Silverman,Screwed,6.3,2000
Scott Cooper,Drama|Music|Romance,Jeff Bridges,Crazy Heart,6.1,2009
Scott Cooper,Crime|Drama|Thriller,Christian Bale,Out of the Furnace,6.8,2013
Scott Cooper,Biography|Crime|Drama,Johnny Depp,Black Mass,7.5,2015
Scott Derrickson,Drama|Sci-Fi|Thriller,Keanu Reeves,The Day the Earth Stood Still,5.1,2008
Scott Derrickson,Horror|Mystery,Danielle Kotch,Sinister,5.6,2012
Scott Derrickson,Drama|Horror|Thriller,Tom Wilkinson,The Exorcism of Emily Rose,6.6,2005
Scott Derrickson,Horror|Mystery|Thriller,Olivia Munn,Deliver Us from Evil,7,2014
Scott Derrickson,Drama|Sci-Fi|Thriller,Keanu Reeves,The Day the Earth Stood Still,7.8,2008
Scott Dow,Comedy|Horror,Trenton Rostedt,The Walking Deceased,5.3,2015
Scott Foley,Comedy|Crime,Donald Faison,Let's Kill Ward's Wife,5.8,2014
Scott Frank,Crime|Drama|Mystery|Thriller,Liam Neeson,A Walk Among the Tombstones,6.9,2014
Scott Hicks,Biography|Drama|Music|Romance,Noah Taylor,Shine,5.9,1996
Scott Hicks,Drama|Romance,Blythe Danner,The Lucky One,6.9,2012
Scott Hicks,Comedy|Drama|Romance,Zo Kravitz,No Reservations,7,2007
Scott Hicks,Drama|Mystery,Anthony Hopkins,Hearts in Atlantis,7.1,2001
Scott Hicks,Drama|Mystery|Romance|Thriller,Rick Yune,Snow Falling on Cedars,7.2,1999
Scott Kalvert,Action|Crime|Drama,Norman Reedus,Deuces Wild,6.2,2002
Scott Mann,Action|Crime|Thriller,Robert De Niro,Heist,6.1,2015
Scott Mann,Action|Crime|Thriller,Robert De Niro,Heist,7.1,2015
Scott Marshall,Comedy,Miranda Cosgrove,Keeping Up with the Steins,5.8,2006
Scott Marshall,Comedy|Romance,Drew Fuller,Blonde Ambition,6.2,2007
Scott Smith,Comedy|Drama,Eric Mabius,Signed Sealed Delivered,1.6,2013
Scott Speer,Drama|Music|Romance,Ryan Guzman,Step Up Revolution,7.1,2012
Scott Stewart,Action|Fantasy|Horror,Dennis Quaid,Legion,6.9,2010
Scott Stewart,Action|Fantasy|Horror|Sci-Fi|Thriller,Josh Wingate,Priest,7.6,2011
Scott Walker,Crime|Drama|Mystery|Thriller,Nicolas Cage,The Frozen Ground,6.7,2013
